63889,Fluoromethane,フルオロメタン
71988,Paolo Maldini,パオロ・マルディーニ
30238,Andoni Zubizarreta,アンドニ・スビサレッタ
94385,Wassy,ヴァシー
94607,Suriname,スリナム
22546,Ciguatera,シガテラ
58359,Gary Beach,ゲイリー・ビーチ
22437,Teri Hatcher,テリー・ハッチャー
5876,Albert Eschenmoser,アルバート・エッシェンモーザー
16342,Siarhei Kukharenka,セルゲイ・クハレンコ
61146,Non,ノン
16867,Amy Macdonald,エイミー・マクドナルド
96035,Videodrome,ヴィデオドローム
103253,Valdoie,ヴァルドワ
54946,Arne Duncan,アーン・ダンカン
50096,Jeremy Sumpter,ジェレミー・サンプター
78837,Linda Perhacs,リンダ・パーハクス
12105,Gingham Check,ギンガムチェック
533,Huguenot,ユグノー
37972,Adam Ulam,アダム・ウラム
26006,Charlie Puth,チャーリー・プース
31699,Salo,サロ
51280,Jenkem,ジェンケム
24430,Nicolas Bourbaki,ニコラ・ブルバキ
51624,Wally Wingert,ウォーリー・ウィンガート
30201,Robert Nippoldt,ロベルト・ニッポルト
42722,Renzo Gracie,ヘンゾ・グレイシー
87225,Kathleen Munroe,キャスリーン・マンロー
105613,Mel Lewis,メル・ルイス
16639,Nickel Ashmeade,ニッケル・アシュミード
73485,Roccapalumba,ロッカパルンバ
20255,Syncretism,シンクレティズム
46770,Dan Petronijevic,ダン・ペトロニエヴィッチ
80958,Gilad Hochman,ジラード・ホックマン
46908,One Heart,ワン・ハート
19118,Jean Dauberval,ジャン・ドーベルヴァル
11257,Frank Hussey,フランク・ハッシー
9894,Gerobatrachus,ゲロバトラクス
48806,Irish Cup,アイリッシュカップ
58011,Demyansk,デミャンスク
29766,Pat Metheny,パット・メセニー
70907,Khodadad Azizi,コダダド・アジジ
91478,Nido Spitalfields,ニド・スピタルフィールド
88271,Leland Wilkinson,リーランド・ウィルキンソン
22595,Jack Kilby,ジャック・キルビー
56702,Edward Frankland,エドワード・フランクランド
44924,Bobby Cramer,ボビー・クレイマー
74244,Neudrossenfeld,ノイドロッセンフェルト
13849,Rasterisation,ラスタライズ
33300,Staffordshire,スタッフォードシャー
20302,Luigi Fagioli,ルイジ・ファジオーリ
99067,Egypt,エジプト
40997,Nadine Trintignant,ナディーヌ・トランティニャン
8535,Slobodna Dalmacija,スロボドナ・ダルマツィヤ
86433,Herbert Gille,ヘルベルト・オットー・ギレ
16868,Kazatomprom,カザトムプロム
13029,Caligula,カリグラ
24556,Val Kilmer,ヴァル・キルマー
2201,Binangonan,ビナンゴナン
52035,Kut,クート
101877,Marc Meiling,マルク・マイリング
106578,Emmanuel Mbola,エマヌエル・エムボラ
937,Orciano Pisano,オルチャーノ・ピザーノ
82518,Tsakhiagiin Elbegdorj,ツァヒアギーン・エルベグドルジ
184,Off Course,オフコース
76263,Cruz Carbajal,クルス・カルバハル
95874,Selectron,セレクトロン
77520,Steven Beitashour,メヘルダッド・ベイタシュール
99598,Space Adventures,スペース・アドベンチャーズ
93302,David Shire,デヴィッド・シャイア
84433,Antonio Mirante,アントニオ・ミランテ
67676,Anne Fine,アン・ファイン
58773,Altichiero,アルティキエーロ
84520,Antonio Smareglia,アントニオ・スマレーリャ
35586,John Belushi,ジョン・ベルーシ
62936,Theaflavin,テアフラビン
55924,Todd,トッド
62849,Heim,ハイム
22762,Valdis Zatlers,ヴァルディス・ザトレルス
58135,Scott Elbert,スコット・エルバート
92814,Alex Shelley,アレックス・シェリー
69509,Susan Misner,スーザン・マイズナー
40690,Charles Stevenson,チャールズ・スティーブンソン
60868,Conflict,コンフリクト
24730,Melendez,メレンデス
98407,Jersey,ジャージー
56980,Nicolai Ghiaurov,ニコライ・ギャウロフ
2767,Laura Bassett,ラウーラ・バセット
22742,Jacques Rogge,ジャック・ロゲ
68600,Mohammadou Idrissou,モハマドゥ・イドリス
19364,Aerojet Rocketdyne,エアロジェット・ロケットダイン
102010,Thomas Fey,トーマス・ファイ
2967,Tyler Clippard,タイラー・クリッパード
78731,Empire Maker,エンパイアメーカー
78722,Emmanuel Metter,エマヌエル・メッテル
26774,Trackball,トラックボール
10466,Air Sinai,エアシナイ
28412,Guacamole,ワカモレ
88592,Graciano Rocchigiani,グラシアノ・ロッシジャーニ
47414,Erik Komatsu,エリック・コマツ
102216,Bob Belden,ボブ・ベルデン
103215,Rapolano Terme,ラポラーノ・テルメ
28580,Panic,パニック
64938,Krist Novoselic,クリス・ノヴォセリック
80551,Peter Stebbings,ピーター・ステッビングス
17245,Jack Grealish,ジャック・グリーリッシュ
94316,Documenta,ドクメンタ
81467,Blas Infante,ブラス・インファンテ
76785,Aleksey Zhivotov,アレクセイ・ジヴォトフ
101583,Bundi,ブーンディー
62693,Blackzilians,ブラックジリアンズ
28486,Kelly Chan,ケリー・チャン
95014,Robert Murase,ロバート・ムラセ
103252,Candiolo,カンディオーロ
24733,Zero Mostel,ゼロ・モステル
12708,Paul Schulze,ポール・シュルツ
106472,Karel Kaplan,カレル・カプラン
82310,Anuradhapura,アヌラーダプラ
75543,Pollutri,ポッルトリ
14892,Weisshorn,ヴァイスホルン
23015,Bakhtiyor Ashurmatov,バフティヤール・アシュルマトフ
106973,Les Cayes,レカイ
14260,Survivin,サバイビン
96248,Astral Weeks,アストラル・ウィークス
37427,Pape Sow,ポップ・ソウ
96742,Stephen Dobyns,スティーヴン・ドビンズ
67815,John Wilson,ジョン・ウィルソン
19735,Toy Story,トイ・ストーリー
59274,Thomas Alsgaard,トーマス・アルスゴール
82136,Azerrail Baku,アゼルレイル・バクー
99222,Words Worth,ワーズ・ワース
55656,Hubert Parry,チャールズ・ヒューバート・パリー
92622,Franz Lachner,フランツ・ラハナー
7698,Calipers,ノギス
101924,Northwest Airlink,ノースウエスト・エアーリンク
56252,Frank Ocean,フランク・オーシャン
2655,Johnny Handsome,ジョニー・ハンサム
23611,Lotion,ローション
62155,Fluorescein,フルオレセイン
36161,Hemicentrotus,バフンウニ
8391,Gautamiputra Satakarni,ガウタミープトラ・シャータカルニ
27071,American Motors,アメリカン・モーターズ
69405,Beth Littleford,ベス・リトルフォード
37056,Henry Pelham,ヘンリー・ペラム
103467,Verizon Wireless,ベライゾン・ワイヤレス
7887,Jacobus Barbireau,ジャック・バルビロー
49218,Didier Auriol,ディディエ・オリオール
34495,Baruj Benacerraf,バルフ・ベナセラフ
66373,Sarah Storey,サラ・ストーリー
81010,Glaistig,グラシュティグ
106387,Edmar Bernardes,エジマール・ベルナルデス・ドス・サントス
74939,Charles Oliveira,チャールズ・オリベイラ
105469,Philippe Manoury,フィリップ・マヌリ
712,Pythagoras,ピタゴラス
55763,Eldridge,エルドリッジ
48254,Schuyler Colfax,スカイラー・コルファクス
63199,Cytisine,シチシン
71371,Andy Phillips,アンディ・フィリップス
30059,Jerry Yang,ジェリー・ヤン
31583,Poggio Bustone,ポッジョ・ブストーネ
10612,Górnik Zabrze,グールニク・ザブジェ
97281,Research Triangle,リサーチ・トライアングル
97023,Susan Carey,スーザン・ケアリー
102171,Gae Aulenti,ガエ・アウレンティ
60810,Encino,エンシノ
10170,Innsmouth,インスマス
25942,Nelson College,ネルソン・カレッジ
31610,Nord,ノール
86966,Rudolf Schmundt,ルドルフ・シュムント
47369,Utatsusaurus,ウタツサウルス
7164,Natalie,ナタリー
88801,Andrei,アンドレイ
98309,Anna Freud,アンナ・フロイト
17516,Lloyd Johansson,ロイド・ヨハンソン
44769,Short Shetland,ショート シェトランド
22387,Krystian Bielik,クリスティアン・ビエリク
52643,Lourdes,ルルド
31158,Shapiro,シャピロ
50943,Michelle Bachelet,ミシェル・バチェレ
45900,Chicago Pirates,シカゴ・パイレーツ
62391,David Robertson,デビッド・ロバートソン
12633,Sharavyn Gungaadorj,シャラヴィン・ゴンガードルジ
88232,TriStar Pictures,トライスター・ピクチャーズ
86014,Karl Muck,カール・ムック
93987,Clive Revill,クライヴ・レヴィル
67232,Barbara Wagner,バーバラ・ワグナー
76117,Varaha,ヴァラーハ
21149,Cynarine,シナリン
41910,Libby Trickett,リスベス・トリケット
6133,Ben Hollingsworth,ベン・ホーリングスワース
88808,Sahel,サヘル
49181,Jean Beausejour,ジャン・ボーセジュール
98831,Songea,ソンゲア
68202,Anton Karas,アントーン・カラス
55792,Will Arnett,ウィル・アーネット
41482,Sally Potter,サリー・ポッター
41722,Martina Majerle,マルティナ・マイェルレ
42843,Kirsty Coventry,カースティ・コベントリー
9342,Guillermo Navarro,ギレルモ・ナヴァロ
103190,Atil,イティル
78382,Angelina,アンジェリーナ
67530,Fiennes,ファインズ
5937,Pontecorvo,ポンテコルヴォ
49665,Indre Sorokaite,インドレ・ソロカイテ
11127,Syd Field,シド・フィールド
97208,Jamaica,ジャマイカ
92997,Norman McLaren,ノーマン・マクラレン
4357,Huntingtower,ハンティングタワー
37564,Ulus,ウルス
104205,Gerald Weinberg,ジェラルド・ワインバーグ
32639,Freeport,フリーポート
15293,Audrey Munson,オードリー・マンソン
73069,Hankook Tire,ハンコックタイヤ
58424,Epact,エパクト
90246,Bond,ボンド
94244,Stari Grad,スタリ・グラード
86811,Ben Spijkers,ベン・スペイケルス
43395,Guardiaregia,グアルディアレージャ
80598,Jeff Loomis,ジェフ・ルーミス
